question_id,a,b
202582590334,0.984796928244647,0.228714966050275
202582591206,0.837306306963156,-0.176890432142183
202582592449,1.02476230698256,-0.502187461584969
202582593136,1.08616747925603,-0.304797104357775
202582595169,1.07915786234981,-0.415284457589979
202582596261,0.777505875677589,0.372714967058718
202586376419,0.951872824493413,-1.37504097001679
202586638791,0.962132916698321,-0.850343291656758
202586682319,0.668711463526358,-1.43871275514018
202586684934,0.409405429985514,-4.52703873534575
202586685575,0.526325551398583,-2.89959919374919
202586686154,0.839945752405717,-2.88059634044818
202586687422,0.989856322847595,-2.56206610086917
202586688758,0.0934644538499808,-6.00771131395576
202586691260,0.649882875384228,-1.71886862203887
202586693378,0.923630706405711,-2.43802537075319
202586696671,-0.0795037109425953,-7.62306012039008
202586735383,0.894186925688705,-0.5552543656817
202586736393,1.08347995658473,-1.58924823126286
202586739655,0.819004657260994,-1.9649104535391
202586740755,0.609560522720371,-2.28976338427874
202586743129,0.70461890742122,-1.08076107216436
202586786144,0.802805675330838,-1.92235098751549
202594392282,0.859385913229613,-2.07053291204693
202594447390,1.27515708570037,-0.987292936415251
202594609490_a,0.805983869300972,-0.777211357047368
202594609490_b,0.999679352199865,-1.88251603750738
202594609490_c,0.871477712536368,-1.40610690532197
202594609490_d,0.605097142653155,-2.16566396417996
202594615847_a,1.06649031944114,-1.29648144717384
202594615847_b,1.11834228797517,-1.57822660480832
202594615847_c,1.19029283377058,-2.14468617124568
202594615847_d,0.776959771270663,-0.945568150412048
202595706470,0.564951406889225,1.34102890643175
202595712987,0.703914058380361,-0.929264030722512
202595772792_a,0.316614785520652,-3.25740282617781
202595772792_b,0.800280066651276,-1.24814855845896
202595772792_c,0.855323232248863,0.411187189571666
202595772792_d,1.10720729559814,-1.49657939887285
202595841465,0.830087789818638,-1.68688894945674
202596180312,0.862296240504116,-0.911913450399357
202596318529_a,1.07419822461294,-1.41342729308366
202596318529_b,1.00692444404881,-2.16183760547483
202596318529_c,0.586263394320973,-0.799761191469472
202596318529_d,0.872449618121456,-1.48915617875054
202602071912_a,0.850813552011128,-1.88816707347312
202602071912_b,0.733048950246612,-1.87629492092673
202602071912_c,0.555570241586988,-1.66260753622946
202602071912_d,-0.0798023338400555,-3.822289202669
202602074598_a,0.676214205597146,-1.7725781341684
202602074598_b,-0.0528254803073373,-0.749127552201827
202602074598_c,-0.319380994728769,-1.49252109951923
202602074598_d,0.106664465860066,-1.18968034740563
202602080950_a,0.239173552947317,-3.661141339884
202602080950_b,0.787319002782929,-1.25490430813649
202602080950_c,0.761264118271121,-1.60794898393487
202602080950_d,0.242021331971586,-3.44104619880901
202620191975_a,0.592724547690625,-0.916841451120477
202620191975_b,0.717518484977538,0.533736166825773
202620191975_c,0.78968422193463,-1.48655233915196
202620191975_d,0.480802769306881,-0.939135868228171
202620198552,1.09107089743632,-0.994629455459805
202620199293,1.02032450309613,-0.428471829914559
202620200854,0.492077128170624,-0.904972671387271
202620203627,0.682294558973015,-0.725341498556937
202620572874_a,0.422639708530238,-3.17729604555129
202620572874_b,0.746642705052286,-1.97986419203653
202620572874_c,1.05960764029347,-1.64254125213075
202620572874_d,0.813929625814007,-1.40276160022148
202620785133,0.941145137302187,0.998514810585437
202620926774,0.797190268791795,-2.62560088300082
202621032749,1.61145891090102,0.318290140646825
202621201328,0.81539842459149,-1.41320710716206
202652478808,1.00116987092966,-2.01293767968483
202652479488,0.5709453844077,-1.20263746108113
202652480498,0.573435336278304,-1.04433018431733
202652481666,0.590195419177314,-2.09142195781422
202652482313,0.337290356960505,-0.232614480021215
202652483153,0.735640115670686,-1.38178558893759
202654774442,0.646243200464059,-1.74869188066381
202654775451,1.02478970599055,-1.60363645742016
202654776281,0.92281999671844,-1.28030898529911
202654777405,0.183432238355894,4.74902512285298
202654778643,1.31618691596553,-1.01156493162838
202654779928,0.887655682664718,-0.564117515006246
202654780656,0.815177295766028,-1.50312237542429
202656135322,1.3117879414829,-1.89593679087982
202656137889,0.95050509939527,-1.52927592375809
202656138125,1.32508052473728,-1.53719374709431
202656139668,0.900215598629477,-0.572707974498873
202656141795,0.626465178659355,-0.15024657295887
202656142921,1.30599101414768,-1.67748496226018
202656143211,0.224986145424861,2.1726305748316
202656144146,1.29905449891161,-1.23367847284036
202656146517,1.11501242987336,-1.77600536966684
202656147449,1.17917902685314,-0.894633406635879
202656148806,0.980728902312265,-1.15349568785742
202656151170,1.04309328186761,-2.0018723431308
202656152502,1.59311901120758,-1.34765551313835
202656153998,0.915440281936545,-2.51761772846734
202656154215,0.944606013550598,-0.981303580180981
202656343700,1.04122924283638,-1.13118231486658
202656344883,1.61520637073276,-1.60765034674566
202656347192,1.1877104755097,-0.88072863310519
202656348906,0.892435092992111,-0.742685854178743
202656351881,1.20258858054871,-1.50267516129798
202656352141,0.585974562338757,-0.21829280088591
202656355253,0.946839570525069,-0.4095805292943
202656356309,1.15432035565023,-1.07707600238996
202656357248,0.814861142795507,-0.917080580852456
202670511551,0.960599591334378,-0.704050278721979
202670513287,0.99305135071474,-0.397444675377831
202670515741,1.44465504885422,-1.19605350125844
202670520163,1.38320390985632,-1.04627424434265
202670524328,0.582700521629392,-0.564877878007227
202670526736,1.21683963292132,-0.833939656209417
202681773180,1.27795168046823,-1.33977288023879
202681785775,0.596315380098222,-0.331563824734734
202682134576,1.02555325729594,-1.5949923379956
202682135247,1.37314589467945,-1.02605440398535
202682136472,1.07540085070117,-1.21321663818617
202682137823,1.41040056032889,-0.829330979473846
202682138767,1.23615502802641,-1.50501441386382
202682139955,1.53742097714941,-0.852460841185059
202682140475,1.03163763211569,-0.867284419045437
202682141117,1.47208393985276,-1.03718510294524
202682142369,1.28698530893298,-0.645440635123738
202682143945_a,0.763276252614919,-3.10957293516685
202682143945_b,0.813395294601275,-1.4007421728509
202682143945_c,0.6873154250776,-1.68632313926304
202682143945_d,0.24115401471581,-0.77754520129865
202682144161_a,1.01015852752941,-1.9633415808735
202682144161_b,0.906392773537576,-1.33911605420432
202682144161_c,0.812893276167732,-1.19328887004398
202682144161_d,0.771473260804324,-1.40853441020473
202698988153,0.606528313849344,-2.12756429632338
202698989408,0.515334860100123,-1.58940244575043
202698995550,1.37306438068637,-1.10260492607206
202699003107,0.706971182304757,-0.635830344648224
202699005922,0.906974816396513,-1.39002838190306
202699006442,1.07856368725661,-0.472081714939298
202699007851,0.702641704361258,-0.905945408775
202699008352,0.910576090070804,-1.28139278325893
202701306455,0.665114651038323,-2.20429508499422
202701309125,0.195719749148777,-5.70478833200986
202701314367,0.782945688227494,-0.229963947304361
202701317146,0.494746441661874,0.398495237496263
202701319555,0.657213406697019,-0.345367811507817
202701321711,0.606482173420659,-0.650425848364919
202701323723,0.348970272654629,-1.89565657441756
202703693265,0.91789694755497,-0.336795727555515
202704109677,0.889546838840025,-0.63556257173193
202704365122,0.895171873218686,-1.58915352613739
202704557861,0.798425635087054,-0.417350617373472
202704595757,0.310017222826392,-2.1777287324316
202714555211,0.922292495765796,-1.67463453747808
202714556446,0.427559317337672,-2.1024403186231
202714557933,1.20654511658092,-0.386574709332156
202719456543,0.839693990443534,0.00390579081292426
202719732399,1.1515924052199,0.509419446303091
202721762660_a,1.21347269170305,-2.25676405589244
202721762660_b,0.893338788366717,-0.24871177421657
202721762660_c,0.748443540398156,-1.55982742272117
202721762660_d,0.980590125025426,-1.49183556037707
202725449851,1.2391402898752,-1.46664196712744
202725450238,1.24729285396858,-1.68891813206973
202725453935,0.450937841669863,-0.976691203017961
202725454621,0.919180020781622,-1.93093794244401
202725455363,1.0031114333637,-1.97218533983213
202725457841,1.34121604489662,-1.80223024458269
202725460357,1.15298404475532,-2.28220500448492
202725463174,1.20111027020488,-2.03517476491301
202725464587,1.22026850890499,-1.48267489585346
202725465612,0.907888522722346,-1.72214391236878
202725466143,0.716316366062132,-1.99491610856158
202725467690,0.866483429599538,-1.41959238694066
202725469328,1.00740723569787,-2.00473113828073
202725585713,1.05835292627582,-1.75542884650986
202725772970,1.17184695102484,-1.51219291400072
202726032373,1.01939039987779,1.17247437926328
202726041258,1.46962626365361,-1.66728620529551
202726042475_a,0.46779626090399,0.941891992127388
202726042475_b,0.982261814560613,-0.501336237567607
