question_id,b
108259069322,0.133835869113795
108259110833_a,0.701706568056571
108259110833_b,0.701706568056571
108259220681,0.870942062599532
108259350611_a,-0.874782903383184
108259350611_b,1.38388302454636
108261625395,-2.71228336877104
108261627979_a,0.701706568056571
108261627979_b,0.989395792898072
108261627979_c,0.870942062599532
108261627979_d,0.540315336624659
108261633554_a,-2.22451074832745
108261633554_b,-1.9399762921691
108261633554_c,-1.77379364326123
108261633554_d,-1.62134369787824
108261642772,-1.28312260853083
108261743135_a,0.701706568056571
108261743135_b,0.989395792898072
108261745995_a,-0.631171550178807
108261745995_b,-0.643267016945617
108261745995_c,-0.418576454966783
108261745995_d,-0.235627300149022
108261752571,-1.22102154530547
108261753637,-1.25205647957684
108261759203_a,-0.874782903383184
108261759203_b,-0.820496918917453
108261759203_c,-1.10105438278028
108261759203_d,-1.62134369787824
108261772924_a,-1.22102154530547
108261772924_b,-1.04293720023359
108261772924_c,-1.47972996546147
108261772924_d,-1.04293720023359
108261785809,-0.558968826534052
108261789650,-0.583122135401535
108261814163,0.540315336624659
108261819828,0.333839894674913
108261820673,-0.155774665449142
108261823180,0.813510606489145
108261824670,0.133835869113795
108261826907,1.05066530022552
108261830778,0.540315336624659
108261831574_a,0.989395792898072
108261831574_b,0.70170656805657
108261831574_c,0.813510606489145
108261832111,1.87820268382104
108261835505_a,-0.172635498522234
108261835505_b,0.457228433058075
108261835505_c,0.612077352816743
108261835505_d,0.0923237416590161
108261835505_e,-0.0816941770340248
108261835505_f,0.298592472337019
108261835505_g,0.0496858074355945
108261835505_h,0.496234599344976
108261836490_a,0.566914861072682
108261836490_b,1.06128984851732
108261836490_c,1.17064607187928
108261837168,-1.34590325818827
108261839238_a,-0.882864963659273
108261839238_b,-0.658366040187289
108261840832_a,-1.59575991945474
108261840832_b,-1.69689244097395
108261840832_c,-1.57112972589683
108261840832_d,-1.38214820415727
108261840832_e,-1.4749512405584
108261840832_f,-1.35942263280279
108261840832_g,-1.35942263280279
108261840832_h,-1.11997239108384
108261841178_a,0.978434489390973
108261841178_b,1.12580519537728
108261841178_c,0.954286238866455
108261841178_d,1.0270619483613
108261841178_e,0.906293116789966
108261841178_f,1.05155264818168
108261842334,-0.596383185727078
108261843918,-0.21831743511753
108261844545_a,0.0345784137156562
108261844545_b,0.0345784137156563
108261845966,-0.420093624391356
108261846529,0.293412296454346
108261847874,-0.283384139317871
108261848730,-0.637036977463189
108261849265_a,-0.237360900295665
108261849265_b,-0.586811528712322
108261850884,-2.20398617432357
108261851503_a,-1.16751355218679
108261851503_b,-1.0951832004017
108261854379_a,-0.214648017380742
108261854379_b,0.342382545196528
108261854379_c,0.24797985665637
108261854379_d,-0.139222516533091
108261855988,-1.16969316203737
108261857416,-0.661861177438484
108261875327_a,-0.00732556085155939
108261875327_b,0.0980480861653404
108261875327_c,1.1595227804242
108261877848_a,-1.24692014710227
108261877848_b,-1.65086652096643
108261877848_c,-0.845480405892034
108261877848_d,-0.015231648759788
108261895993,-1.05945786292722
108261896373,-1.75781438214433
108261915854_a,-1.04293720023359
108261915854_b,-0.766961112705266
108261915854_c,-0.714104593323288
108261915854_d,-0.874782903383184
108262052870,-2.02943619794938
108262082759,0.0352492901722862
108262104864_a,-0.457827044637776
108262104864_b,-0.457827044637776
108262104864_c,-0.358021415969247
108262104864_d,0.133835869113795
108262148992,-0.9451986196023
108262150497_a,-0.929895376654886
108262150497_b,-1.04293720023359
108262150497_c,-1.10105438278028
108262151571,-1.82883920789281
108262153817,-0.464675845527658
108262156902,-1.3302500758426
108262415682,-0.45114189022672
108262416108,-0.382954884374164
108262417848_a,-1.72545451989276
108262417848_b,-2.01688796964809
108262417848_c,-1.01493773917207
108262418305,-1.06026218043212
108262421953,-0.58002707630546
108262430397,-1.05517423269083
108262432894,-1.00620224708174
108262434435,0.101379147299721
108263331709,-0.487309119997677
108263336293,-0.651932346128201
108263345141,-0.829419291581094
108263357434,0.342211159451507
108263358855,-0.0295978096265539
108263360617,-0.702310500347335
108263384598,-2.11934095998698
108263385983,-1.595925054889
108263386182,-1.31531738134054
108263387668,-1.3137178040606
108263388404,-0.90625174342372
108263395237,-1.11243571241748
108263402925,-0.681479896323307
108263408174,-1.24546598388851
108263421865,-2.06697540997927
108263429313,-0.350306943692165
108263431729,-0.170181556698532
108263432421,-0.579475891341974
108263437647,1.20580654654728
108263465766_a,0.279883800322456
108263465766_b,-0.168850666866387
108263465766_c,-1.36664486966791
108263465766_d,-1.26535004053506
108263483338_a,-1.81976071220701
108263483338_b,-1.81976071220701
108263483338_c,-0.860496048341053
108263483338_d,-1.91436236181378
108263483338_e,-1.72965820929502
108263483338_f,-0.98711973582962
108263486223_a,0.257747967513031
108263486223_b,0.3276080037624
108263487392,0.107577719249137
108263488265_a,-0.20564998917212
108263488265_b,-0.00436633524608246
108263490628,1.60286614755234
108263491755,1.46734780409713
108263492890_a,0.892251713237567
108263492890_b,0.793196244472924
108263499855,0.425345700296913
109382684328,-0.597335767489815
109382721191,-0.160004885122968
109382908859,-1.18160138971164
109383211474,-0.993480630352334
109383683415_a,-1.20604478083179
109383683415_b,-1.20604478083179
109383683415_c,-1.45316284057575
109385783410,-1.99855941904504
109385786314_a,-1.55034546823515
109385786314_b,-1.17007642269205
109391815293,-1.72545451989276
109391818708,-1.33285774957423
109391820110,-1.68707962956916
109398015589,0.352859789793712
109398020156,-1.17349134707327
109398032903,-2.06742149264136
109398103194_a,-2.13086541931623
109398103194_b,-2.13086541931623
109398193372,-1.47384413868336
109400461424,-0.597335767489815
109400462763,-0.749188074957305
109400463548,0.290506930012419
109400465867,0.226191514443493
109401202214,-1.84678049349339
109401213454,-1.24084292153402
109401218977,-0.83702902512217
109402757474,-1.91686328167375
109402762473,-1.1107126385395
109402764710,-1.83842343209499
109402766435,-1.99855941904504
109402902256,-1.66420664450054
109402904131,-1.23498455793671
109413108647,0.212238422270148
109421056118,-1.3532318941429
109428335585,-1.83896348549591
109428338762,-1.76473542573191
109428342400,-1.2744847250225
109428343936,-1.11314114881575
109429239251,-1.23091085632589
109429246301,-0.502896347090479
109429459402,-1.43040868175206
109429460819,0.155283557576146
109429806589,-0.889055609426458
109429833380,-0.298848545421176
109465819131,-2.28301175636468
109465887956_a,-2.07936847580853
109465887956_b,-2.49812641884519
109465925957,-1.90115276940579
109466198784,1.42812479913975
109466199814,-1.72545451989276
109471196636_a,-0.209718216965539
109471196636_b,-0.160004885122968
109471196636_c,-1.45367185134481
109471225939,-1.6949557542821
109471227472,-1.49027930969917
109471229714,-0.257987786504766
109475914750,-2.01334243200931
109475915529,-2.03013104228819
109475916386,-1.42727608062321
109475917158,-0.307709564863685
109476026294,-1.67076968987167
109476039113,-0.317144088992599
109476398393,-1.06017573903152
109476402807,-1.30048253298771
109476407769,0.168696629429323
109476641967,-1.34232863652872
109476651797,-0.933791007826252
109476653678,-1.0946210970413
109476759698,-1.58196889985932
109476764573,-1.58658144715893
109500050520,-1.07828826008433
109500056430,-1.32519546641803
109500059689,-0.880659534117861
109500065786,-1.05938588717702
109500069496_a,-1.33563445172123
109500069496_b,-1.33563445172123
109500069496_c,-1.37752944834399
109500069496_d,-1.41995032314781
109500069496_e,-1.46293659980937
109500181159_a,-1.39851518572383
109500181159_b,-1.47696738457099
109500181159_c,-1.39851518572383
109500181159_d,-1.28256308774277
109500181159_e,-1.14609087761418
109500182562_a,-1.31257745345588
109500182562_b,-1.14149526777668
109500182562_c,-1.18388194295105
109500188244,-1.12925851187927
109500335549,-1.2468425649396
109500474474,-1.28112845061564
109502461200,-1.15828682022919
109503738980,-0.170158028435017
109503740682,0.523788359230392
109503741702,-0.360804054438668
200124608717,-1.34732337328813
200124612381,-0.593614327172138
200124757554,-1.37598776246005
200124759666,-1.3532318941429
200124798271,-0.871785850980926
200129637937,-1.71691353707716
200129641380,-1.78135362540796
200129722565,-0.110584382336233
200159345343,-0.683483445413379
200159348523_a,-0.0943040556998465
200159348523_b,0.484570459288046
200159389944_a,-0.40858913375894
200159389944_b,-0.556341205833752
200159389944_c,-0.580854616722252
200159389944_d,-0.727751594328792
200178379424_a,-0.647003493012067
200178379424_b,-1.73025422724986
200178380913,-1.16471114754846
200178432548_a,-1.39470028960321
200178432548_b,-1.52378981641947
200178432548_c,-1.27093349155338
200178432548_d,-1.2107200424746
200178453304,-0.430734563767638
200178454543,-0.866381819882717
200178455215,-1.73025422724986
200195170478,-1.84535470853771
200195171840,0.135724617596054
200195172147,-0.151085994166896
200195173881,-1.87198113182483
200195174717,-0.961135408362977
200195176156,-1.71820311355309
200195188458,-1.28263135263614
200195189567,-1.42441350397043
200195190588,-1.05730461468681
200195191570,-2.04169644104028
200195192285,-1.89904678107264
200195193837,-0.414515063578889
200195194106,-1.44548192630697
200195585911,-1.76775638377806
200195586157,-2.143666871249
200195587270,-2.37368993307944
200195600758,-0.960828549115723
200195601735,-1.71783849734817
200195603125,-1.73897781150653
200195712966,-1.24137422206676
200195714899,-1.08615231003786
200195715275,-1.88335498795139
200195734473,-1.37437926394342
200195737701,-0.530679480071403
200195739763,-0.252745403148514
200196982936,-1.53584331721794
200205361295,-1.49174115648809
200205386888,-2.19393670721073
200205414925,-0.675645766886817
200205436118,-1.61919118110853
200205447733,-1.14769155612079
200206708400,-0.837029025122169
200208855307,-0.671338123592018
200209087900,-0.477843963560818
200209118151,-0.455353773564141
200209126263,-1.37832030901227
200209264760,-2.85186486925331
200209276650,-1.61103354796849
200209278759,-1.08357948540513
200210406670,-1.31142287320519
200210811117,-2.59988423267632
200210812260,-3.05099055456395
200210813695,-1.50447009716816
200210815270,-1.66993762516122
200210816149,-1.87016350776972
200210817801,-1.94089087984161
200210818839,-1.22574484586146
200210819444,-0.53103566387996
200210820141,-1.67594752307765
200210821592,-1.9206540305368
200210822502,-1.27702761218881
200210823885,-1.92850003535692
200210824277,-2.16899641672266
200210825149,-0.829765117782485
200211068107,-2.20928131590136
200211070810,-1.86583165081807
200211071373,-1.21735455140805
200211072823,-0.591918944552482
200211073845,-0.114350088958042
200211074447,-2.06138727978754
200211075479,-1.9578527336789
200211076566,-2.42697538328698
200211333560,-1.41648543191599
200211334754,-2.09554632065331
200211335901,-1.24643151772863
200211336623,-2.46802263067465
200211337862,-2.07880856644452
200211338625,-2.03265334683758
200211340604,-0.73127502649681
200211341458,-1.51509426421152
200211342160,-2.3681281740256
200211343266,-0.833203178292593
200211344476,-1.28059476082015
200211345617,-1.02002085775417
200211347230,-1.55978629959865
200211349518,-1.10749754806679
200211350499,-1.97045234771871
200211351778,-0.0230974347927145
200211352213,-0.527106128979976
200229430305,-1.84255432698625
200229485388,-2.38374156864633
200229488858,-1.32519546641803
200229515656,-2.01581142739339
200229517628,-0.946509150904744
200229554906,-1.5409289792176
200229565358,-0.493988408388335
200229625202,-1.03020123287062
200237632611,-0.891822451879016
200254715513_a,-1.19429425267232
200254715513_b,-0.859325602728203
200254718720,-1.54278356925977
200258349267,-2.38420910883259
200258352842,-2.29401168645147
200258354335,-2.40777169946393
200258357954,-0.818013182302305
200258360632,-1.8921671280655
200258361407,-1.99585863757675
200269475817,-0.307038558033663
200269748733,-1.93643624111197
200278919566_a,-0.829078237511032
200278919566_b,-1.37891913502576
200278920974_a,-0.797628177298664
200278920974_b,-1.11512841464069
200278920974_c,-0.514398903332367
200278935156_a,-0.90940005035349
200278935156_b,0.153026877333328
200280709768_a,-1.38081396331198
200280709768_b,-1.75104684853771
200280709768_c,-1.75104684853771
200280717762_a,-0.519973789920706
200280717762_b,-1.32219937133333
200314984510,1.10809751419398
200314987440,-1.67674774108905
200315242756,-1.22855579698249
200315249188,-1.35673169814885
200315284456,-0.35820256805726
200315285157,-1.47739356886913
200315286273_a,-0.981113471548277
200315286273_b,-0.462812140827928
200315286273_c,-0.217364468364687
200315286273_d,-0.166787368794246
200315287132,-0.74755195363285
200315289423,-0.678289043650397
200315295265,-1.99432407924303
200315643224,-1.02123161646036
200315646766,-1.08729338816034
200315647739,-1.7008193674527
200315662758,-0.88651897641047
200315663223,-2.08580984374612
200315714681,-0.84383686992896
200316226180,-0.62190859980785
200316227190,-0.887979125065627
200316228822,-0.954551168242573
200316229318,0.139872446589789
200316230686,-0.252971674768515
200316231465,-1.37224834948372
200316852715,-1.68155114644233
200316853521,-0.659603516808531
200316854996,0.74443427270122
200317127504_a,-1.89567483001345
200317127504_b,-1.82046801721241
200317127504_c,-1.29201979044719
200317452440_a,-0.281682621000531
200317452440_b,-0.602921635020404
200317452440_c,-1.03414189436467
